7	27	38
7	47	68
7	69	81
7	94	114
7	115	131
7	132	148
7	205	242
7	243	265
7	273	285
7	288	321
7	322	335
7	345	360
7	397	411
7	431	442
7	443	456
7	474	489
7	497	508
7	641	654
7	663	676
7	677	696
7	708	728
7	729	741
7	746	759
7	1017	1029
7	1052	1066
7	1067	1083
7	1084	1106
7	1335	1361
7	1379	1393
7	1407	1441
7	1482	1498
7	1551	1565
7	1566	1585
7	1608	1627
7	1628	1640
7	1651	1662
7	1667	1698
7	1699	1711
7	1712	1727
7	2072	2087
7	2088	2099
7	2110	2129
2	79	108
2	109	130
2	184	196
2	197	229
2	235	269
2	271	312
2	314	381
2	387	399
2	429	444
2	575	621
2	623	641
2	642	673
2	674	693
2	950	979
2	980	1005
2	1006	1024
2	1766	1822
2	4350	4411
2	4412	4440
3	15	51
3	52	83
3	93	125
3	144	196
3	265	291
3	484	503
3	508	529
3	530	560
3	569	630
3	631	646
3	709	755
3	763	774
3	775	786
3	803	817
3	828	851
3	852	870
3	882	901
3	902	925
3	1165	1187
3	1192	1235
3	1242	1272
3	1273	1292
3	1297	1361
3	1370	1392
3	1679	1710
3	2380	2394
3	2409	2423
3	2450	2461
3	2470	2493
3	2494	2507
3	2514	2528
3	2552	2601
3	2602	2627
3	2628	2646
3	2666	2705
5	5639	5657
5	5662	5681
5	5704	5730
5	6580	6596
5	6597	6622
5	6624	6649
5	6650	6666
5	7279	7293
5	7298	7325
6	2233	2260
6	2261	2278
8	171	198
8	199	235
8	236	249
8	250	266
8	267	292
8	303	350
8	351	380
8	2334	2346
8	2348	2360
8	2361	2374
8	2385	2413
8	2421	2437
8	2439	2452
8	2453	2465
8	2475	2486
8	2492	2507
8	4548	4567
8	4578	4621
8	4622	4638
8	4648	4665
8	4666	4700
8	4722	4744
8	4757	4778
8	4872	4908
8	4909	4928
8	4929	4961
8	4962	4980
8	4981	4993
8	5004	5042
1	110	124
1	126	138
1	139	151
1	152	166
1	167	178
1	179	191
1	203	217
1	218	243
1	282	295
1	297	309
1	324	338
1	339	356
1	357	372
1	373	392
1	394	406
1	418	431
1	432	443
1	456	474
1	519	541
1	556	567
1	568	580
1	665	685
1	686	697
1	699	711
1	712	724
1	743	754
1	756	767
1	769	780
1	826	849
1	956	977
1	1019	1031
1	1092	1105
1	1107	1119
1	1141	1164
1	1165	1192
1	1193	1204
1	1206	1218
1	1284	1295
1	1310	1322
1	1333	1352
1	1378	1389
1	1400	1419
1	1442	1471
1	1472	1485
1	1487	1498
1	1563	1592
1	1603	1628
1	1630	1655
1	1656	1677
1	1684	1700
1	1707	1719
1	1720	1739
1	1740	1757
1	1759	1772
1	1793	1815
1	1839	1854
1	1855	1869
1	1870	1895
1	1900	1923
1	1964	1989
1	1990	2022
1	2035	2049
1	2051	2064
1	2068	2079
1	2111	2177
1	2179	2191
1	2204	2279
1	2289	2316
1	2317	2330
1	2331	2345

